INFO:root:============================= SIMULATION =============================
INFO:root:Step       PotEng          KinEng          TotEng          Volume
INFO:root:1300    -6.385778e+00    5.536733e-01    -5.832105e+00    5.222740e+03
INFO:root:1400    -6.381398e+00    5.493013e-01    -5.832097e+00    5.222740e+03
INFO:root:1500    -6.364663e+00    5.325491e-01    -5.832113e+00    5.222740e+03
INFO:root:1600    -6.336924e+00    5.088274e-01    -5.828097e+00    5.222740e+03
INFO:root:1700    -6.368839e+00    5.402321e-01    -5.828607e+00    5.222740e+03
INFO:root:1800    -6.373520e+00    5.423616e-01    -5.831159e+00    5.222740e+03
INFO:root:1900    -6.343322e+00    5.128858e-01    -5.830436e+00    5.222740e+03
INFO:root:2000    -6.330743e+00    5.043467e-01    -5.826396e+00    5.222740e+03
INFO:root:2100    -6.336411e+00    5.087484e-01    -5.827662e+00    5.222740e+03
INFO:root:2200    -6.343553e+00    5.104617e-01    -5.833092e+00    5.222740e+03
INFO:root:2300    -6.276190e+00    4.543373e-01    -5.821852e+00    5.222740e+03
INFO:root:2400    -6.348749e+00    5.171261e-01    -5.831623e+00    5.222740e+03
INFO:root:2500    -6.356047e+00    5.239889e-01    -5.832059e+00    5.222740e+03
INFO:root:2600    -6.364984e+00    5.413140e-01    -5.823670e+00    5.222740e+03
INFO:root:2700    -6.368407e+00    5.377366e-01    -5.830671e+00    5.222740e+03
INFO:root:2800    -6.336161e+00    5.099152e-01    -5.826246e+00    5.222740e+03
INFO:root:2900    -6.358534e+00    5.301910e-01    -5.828343e+00    5.222740e+03
INFO:root:3000    -6.338011e+00    5.030140e-01    -5.834997e+00    5.222740e+03
INFO:root:3100    -6.370886e+00    5.408473e-01    -5.830038e+00    5.222740e+03
INFO:root:3200    -6.351265e+00    5.281056e-01    -5.823160e+00    5.222740e+03
INFO:root:3300    -6.340013e+00    5.138546e-01    -5.826159e+00    5.222740e+03
INFO:root:3400    -6.344458e+00    5.201556e-01    -5.824302e+00    5.222740e+03
INFO:root:3500    -6.338304e+00    5.077348e-01    -5.830569e+00    5.222740e+03
INFO:root:3600    -6.308894e+00    4.829993e-01    -5.825895e+00    5.222740e+03
INFO:root:3700    -6.322251e+00    4.992141e-01    -5.823037e+00    5.222740e+03
INFO:root:3800    -6.313774e+00    4.912105e-01    -5.822563e+00    5.222740e+03
INFO:root:3900    -6.331060e+00    5.060864e-01    -5.824974e+00    5.222740e+03
INFO:root:4000    -6.358132e+00    5.249365e-01    -5.833196e+00    5.222740e+03
INFO:root:4100    -6.330206e+00    4.991272e-01    -5.831079e+00    5.222740e+03
INFO:root:4200    -6.331408e+00    5.019668e-01    -5.829441e+00    5.222740e+03
INFO:root:4300    -6.343302e+00    5.138187e-01    -5.829483e+00    5.222740e+03
INFO:root:4400    -6.347002e+00    5.198473e-01    -5.827155e+00    5.222740e+03
INFO:root:4500    -6.348429e+00    5.214708e-01    -5.826958e+00    5.222740e+03
INFO:root:4600    -6.318156e+00    4.901118e-01    -5.828044e+00    5.222740e+03
INFO:root:4700    -6.348099e+00    5.265787e-01    -5.821520e+00    5.222740e+03
INFO:root:4800    -6.354055e+00    5.276383e-01    -5.826417e+00    5.222740e+03
INFO:root:4900    -6.318430e+00    4.915080e-01    -5.826922e+00    5.222740e+03
INFO:root:5000    -6.357224e+00    5.321233e-01    -5.825101e+00    5.222740e+03
INFO:root:5100    -6.372963e+00    5.438686e-01    -5.829094e+00    5.222740e+03
INFO:root:5200    -6.355060e+00    5.229792e-01    -5.832081e+00    5.222740e+03
INFO:root:5300    -6.335230e+00    5.078636e-01    -5.827366e+00    5.222740e+03
INFO:root:5400    -6.378261e+00    5.503043e-01    -5.827957e+00    5.222740e+03
INFO:root:5500    -6.324971e+00    4.975688e-01    -5.827402e+00    5.222740e+03
INFO:root:5600    -6.320576e+00    4.921742e-01    -5.828402e+00    5.222740e+03
INFO:root:5700    -6.362538e+00    5.384311e-01    -5.824107e+00    5.222740e+03
INFO:root:5800    -6.353562e+00    5.251695e-01    -5.828392e+00    5.222740e+03
INFO:root:5900    -6.378052e+00    5.526786e-01    -5.825373e+00    5.222740e+03
INFO:root:6000    -6.335811e+00    5.109369e-01    -5.824874e+00    5.222740e+03
INFO:root:6100    -6.312480e+00    4.865144e-01    -5.825966e+00    5.222740e+03
INFO:root:6200    -6.339135e+00    5.097765e-01    -5.829359e+00    5.222740e+03
INFO:root:6300    -6.307263e+00    4.795973e-01    -5.827666e+00    5.222740e+03
INFO:root:6400    -6.386965e+00    5.542428e-01    -5.832723e+00    5.222740e+03
INFO:root:6500    -6.391889e+00    5.632052e-01    -5.828684e+00    5.222740e+03
INFO:root:6600    -6.325793e+00    4.924079e-01    -5.833385e+00    5.222740e+03
INFO:root:6700    -6.363823e+00    5.329937e-01    -5.830830e+00    5.222740e+03
INFO:root:6800    -6.326238e+00    5.015341e-01    -5.824703e+00    5.222740e+03
INFO:root:6900    -6.304419e+00    4.764734e-01    -5.827946e+00    5.222740e+03
INFO:root:7000    -6.315652e+00    4.862960e-01    -5.829356e+00    5.222740e+03
INFO:root:7100    -6.325270e+00    4.931737e-01    -5.832097e+00    5.222740e+03
INFO:root:7200    -6.305844e+00    4.765124e-01    -5.829332e+00    5.222740e+03
INFO:root:7300    -6.383038e+00    5.547055e-01    -5.828332e+00    5.222740e+03
INFO:root:7400    -6.333215e+00    5.046168e-01    -5.828598e+00    5.222740e+03
INFO:root:7500    -6.373103e+00    5.534845e-01    -5.819618e+00    5.222740e+03
INFO:root:7600    -6.323357e+00    4.985486e-01    -5.824809e+00    5.222740e+03
INFO:root:7700    -6.352280e+00    5.273709e-01    -5.824909e+00    5.222740e+03
INFO:root:7800    -6.333155e+00    5.083715e-01    -5.824783e+00    5.222740e+03
INFO:root:7900    -6.335981e+00    5.057156e-01    -5.830266e+00    5.222740e+03
INFO:root:8000    -6.348254e+00    5.252832e-01    -5.822971e+00    5.222740e+03
INFO:root:8100    -6.348657e+00    5.212883e-01    -5.827369e+00    5.222740e+03
INFO:root:8200    -6.319937e+00    4.977424e-01    -5.822195e+00    5.222740e+03
INFO:root:8300    -6.316547e+00    4.909745e-01    -5.825572e+00    5.222740e+03
INFO:root:8400    -6.359194e+00    5.352014e-01    -5.823992e+00    5.222740e+03
INFO:root:8500    -6.342826e+00    5.126794e-01    -5.830147e+00    5.222740e+03
INFO:root:8600    -6.327242e+00    4.956788e-01    -5.831563e+00    5.222740e+03
INFO:root:8700    -6.356050e+00    5.263617e-01    -5.829688e+00    5.222740e+03
INFO:root:8800    -6.325972e+00    4.970624e-01    -5.828910e+00    5.222740e+03
INFO:root:8900    -6.403025e+00    5.749384e-01    -5.828086e+00    5.222740e+03
INFO:root:9000    -6.339076e+00    5.084168e-01    -5.830659e+00    5.222740e+03
INFO:root:9100    -6.381236e+00    5.471996e-01    -5.834036e+00    5.222740e+03
INFO:root:9200    -6.369721e+00    5.386081e-01    -5.831113e+00    5.222740e+03
INFO:root:9300    -6.422701e+00    5.933737e-01    -5.829328e+00    5.222740e+03
INFO:root:9400    -6.316035e+00    4.914950e-01    -5.824540e+00    5.222740e+03
INFO:root:9500    -6.324035e+00    5.024244e-01    -5.821610e+00    5.222740e+03
INFO:root:9600    -6.262369e+00    4.351297e-01    -5.827239e+00    5.222740e+03
INFO:root:9700    -6.336632e+00    5.107690e-01    -5.825863e+00    5.222740e+03
INFO:root:9800    -6.318804e+00    4.936234e-01    -5.825181e+00    5.222740e+03
INFO:root:9900    -6.355203e+00    5.298070e-01    -5.825396e+00    5.222740e+03
INFO:root:============================= SIMULATION =============================
INFO:root:Step       PotEng          KinEng          TotEng          Volume
INFO:root:0    -5.817449e+00    0.000000e+00    -5.817449e+00    5.222740e+03
INFO:root:100    -6.328869e+00    5.010523e-01    -5.827816e+00    5.222740e+03
INFO:root:200    -6.348908e+00    5.222101e-01    -5.826698e+00    5.222740e+03
INFO:root:300    -6.320563e+00    4.927299e-01    -5.827833e+00    5.222740e+03
INFO:root:400    -6.361902e+00    5.368305e-01    -5.825071e+00    5.222740e+03
INFO:root:500    -6.383146e+00    5.508301e-01    -5.832316e+00    5.222740e+03
INFO:root:600    -6.390166e+00    5.623491e-01    -5.827817e+00    5.222740e+03
INFO:root:700    -6.352583e+00    5.283119e-01    -5.824272e+00    5.222740e+03
INFO:root:800    -6.399548e+00    5.692674e-01    -5.830281e+00    5.222740e+03
INFO:root:900    -6.310434e+00    4.842114e-01    -5.826223e+00    5.222740e+03
INFO:root:1000    -6.380673e+00    5.503921e-01    -5.830281e+00    5.222740e+03
INFO:root:1100    -6.338724e+00    5.051674e-01    -5.833556e+00    5.222740e+03
INFO:root:1200    -6.382425e+00    5.568850e-01    -5.825540e+00    5.222740e+03
INFO:root:1300    -6.385778e+00    5.536733e-01    -5.832105e+00    5.222740e+03
INFO:root:1400    -6.381398e+00    5.493013e-01    -5.832097e+00    5.222740e+03
INFO:root:============================= SIMULATION =============================
INFO:root:Step       PotEng          KinEng          TotEng          Volume
INFO:root:0    -5.817449e+00    0.000000e+00    -5.817449e+00    5.222740e+03
INFO:root:100    -6.313339e+00    5.348280e-01    -5.778511e+00    5.222740e+03
INFO:root:200    -6.117816e+00    7.434101e-01    -5.374406e+00    5.222740e+03
INFO:root:300    2.526427e+15    2.026973e+42    2.026973e+42    5.222740e+03
INFO:root:400    6.227906e+11    9.826071e+55    9.826071e+55    5.222740e+03
INFO:root:500    6.171118e+11    3.552627e+83    3.552627e+83    5.222740e+03
INFO:root:600    1.127983e+05    3.552627e+83    3.552627e+83    5.222740e+03
INFO:root:700    1.480237e+05    3.552627e+83    3.552627e+83    5.222740e+03
INFO:root:800    6.166394e+11    3.552627e+83    3.552627e+83    5.222740e+03
INFO:root:============================= SIMULATION =============================
INFO:root:Step       PotEng          KinEng          TotEng          Volume
INFO:root:0    -5.817449e+00    0.000000e+00    -5.817449e+00    5.222740e+03
INFO:root:100    -6.157070e+00    3.407932e-01    -5.816277e+00    5.222740e+03
INFO:root:200    -6.322869e+00    5.065948e-01    -5.816275e+00    5.222740e+03
INFO:root:300    -6.320393e+00    4.993908e-01    -5.821002e+00    5.222740e+03
INFO:root:400    -6.324638e+00    5.017447e-01    -5.822894e+00    5.222740e+03
INFO:root:500    -6.336671e+00    5.154317e-01    -5.821239e+00    5.222740e+03
INFO:root:600    -6.320619e+00    4.986719e-01    -5.821947e+00    5.222740e+03
INFO:root:700    -6.298607e+00    4.726406e-01    -5.825967e+00    5.222740e+03
INFO:root:800    -6.303370e+00    4.766927e-01    -5.826677e+00    5.222740e+03
INFO:root:900    -6.328548e+00    5.009244e-01    -5.827624e+00    5.222740e+03
INFO:root:1000    -6.328669e+00    5.015175e-01    -5.827152e+00    5.222740e+03
INFO:root:1100    -6.308965e+00    4.815777e-01    -5.827388e+00    5.222740e+03
INFO:root:1200    -6.278442e+00    4.527091e-01    -5.825733e+00    5.222740e+03
INFO:root:1300    -6.266123e+00    4.399166e-01    -5.826207e+00    5.222740e+03
INFO:root:1400    -6.261426e+00    4.335635e-01    -5.827862e+00    5.222740e+03
INFO:root:1500    -6.298418e+00    4.710284e-01    -5.827390e+00    5.222740e+03
INFO:root:1600    -6.342565e+00    5.175376e-01    -5.825027e+00    5.222740e+03
INFO:root:1700    -6.318339e+00    4.933130e-01    -5.825026e+00    5.222740e+03
INFO:root:1800    -6.326563e+00    5.015363e-01    -5.825027e+00    5.222740e+03
INFO:root:1900    -6.341697e+00    5.164336e-01    -5.825263e+00    5.222740e+03
INFO:root:2000    -6.348636e+00    5.226623e-01    -5.825973e+00    5.222740e+03
INFO:root:2100    -6.305849e+00    4.777491e-01    -5.828099e+00    5.222740e+03
INFO:root:2200    -6.311747e+00    4.862468e-01    -5.825500e+00    5.222740e+03
INFO:root:2300    -6.325759e+00    4.986042e-01    -5.827154e+00    5.222740e+03
INFO:root:2400    -6.313624e+00    4.871801e-01    -5.826443e+00    5.222740e+03
INFO:root:2500    -6.335738e+00    5.109489e-01    -5.824790e+00    5.222740e+03
INFO:root:2600    -6.327395e+00    5.040245e-01    -5.823370e+00    5.222740e+03
INFO:root:2700    -6.301711e+00    4.790494e-01    -5.822661e+00    5.222740e+03
INFO:root:2800    -6.298509e+00    4.711202e-01    -5.827388e+00    5.222740e+03
INFO:root:2900    -6.313916e+00    4.884191e-01    -5.825497e+00    5.222740e+03
INFO:root:3000    -6.319832e+00    4.929172e-01    -5.826914e+00    5.222740e+03
INFO:root:3100    -6.311300e+00    4.850943e-01    -5.826206e+00    5.222740e+03
INFO:root:3200    -6.325844e+00    4.998747e-01    -5.825970e+00    5.222740e+03
INFO:root:3300    -6.325703e+00    4.994955e-01    -5.826207e+00    5.222740e+03
INFO:root:3400    -6.306357e+00    4.782607e-01    -5.828097e+00    5.222740e+03
INFO:root:3500    -6.325665e+00    4.978044e-01    -5.827861e+00    5.222740e+03
INFO:root:3600    -6.337590e+00    5.104393e-01    -5.827151e+00    5.222740e+03
INFO:root:3700    -6.326376e+00    4.999357e-01    -5.826441e+00    5.222740e+03
INFO:root:3800    -6.331504e+00    5.050621e-01    -5.826442e+00    5.222740e+03
INFO:root:3900    -6.310491e+00    4.845230e-01    -5.825968e+00    5.222740e+03
INFO:root:4000    -6.362311e+00    5.375231e-01    -5.824788e+00    5.222740e+03
INFO:root:4100    -6.327480e+00    5.036377e-01    -5.823842e+00    5.222740e+03
INFO:root:4200    -6.285014e+00    4.599905e-01    -5.825024e+00    5.222740e+03
INFO:root:4300    -6.310502e+00    4.828774e-01    -5.827625e+00    5.222740e+03
INFO:root:4400    -6.378657e+00    5.474846e-01    -5.831172e+00    5.222740e+03
INFO:root:4500    -6.382906e+00    5.543347e-01    -5.828571e+00    5.222740e+03
INFO:root:4600    -6.323829e+00    5.002219e-01    -5.823607e+00    5.222740e+03
INFO:root:4700    -6.271751e+00    4.483800e-01    -5.823371e+00    5.222740e+03
INFO:root:4800    -6.296297e+00    4.710335e-01    -5.825263e+00    5.222740e+03
INFO:root:4900    -6.351207e+00    5.242899e-01    -5.826917e+00    5.222740e+03
INFO:root:5000    -6.383268e+00    5.513864e-01    -5.831881e+00    5.222740e+03
INFO:root:5100    -6.390016e+00    5.578980e-01    -5.832118e+00    5.222740e+03
INFO:root:5200    -6.371739e+00    5.434022e-01    -5.828337e+00    5.222740e+03
INFO:root:5300    -6.336226e+00    5.083632e-01    -5.827863e+00    5.222740e+03
INFO:root:5400    -6.327809e+00    4.968712e-01    -5.830937e+00    5.222740e+03
INFO:root:5500    -6.303161e+00    4.738797e-01    -5.829281e+00    5.222740e+03
INFO:root:5600    -6.310516e+00    4.833625e-01    -5.827154e+00    5.222740e+03
INFO:root:5700    -6.327638e+00    5.002475e-01    -5.827390e+00    5.222740e+03
INFO:root:5800    -6.282532e+00    4.577445e-01    -5.824788e+00    5.222740e+03
INFO:root:5900    -6.314286e+00    4.885524e-01    -5.825734e+00    5.222740e+03
INFO:root:6000    -6.382860e+00    5.578358e-01    -5.825024e+00    5.222740e+03
INFO:root:6100    -6.397149e+00    5.699979e-01    -5.827152e+00    5.222740e+03
INFO:root:6200    -6.374926e+00    5.487204e-01    -5.826206e+00    5.222740e+03
INFO:root:6300    -6.354284e+00    5.311513e-01    -5.823133e+00    5.222740e+03
INFO:root:6400    -6.353420e+00    5.293413e-01    -5.824079e+00    5.222740e+03
INFO:root:6500    -6.341442e+00    5.171276e-01    -5.824314e+00    5.222740e+03
INFO:root:6600    -6.336164e+00    5.130304e-01    -5.823134e+00    5.222740e+03
INFO:root:6700    -6.317314e+00    4.934705e-01    -5.823843e+00    5.222740e+03
INFO:root:6800    -6.280353e+00    4.562742e-01    -5.824079e+00    5.222740e+03
INFO:root:6900    -6.336182e+00    5.102107e-01    -5.825971e+00    5.222740e+03
INFO:root:7000    -6.352974e+00    5.262949e-01    -5.826679e+00    5.222740e+03
INFO:root:7100    -6.319559e+00    4.921724e-01    -5.827387e+00    5.222740e+03
INFO:root:7200    -6.385074e+00    5.560312e-01    -5.829043e+00    5.222740e+03
INFO:root:7300    -6.369966e+00    5.390339e-01    -5.830932e+00    5.222740e+03
INFO:root:7400    -6.361047e+00    5.315332e-01    -5.829514e+00    5.222740e+03
INFO:root:7500    -6.349967e+00    5.171441e-01    -5.832823e+00    5.222740e+03
INFO:root:7600    -6.336589e+00    5.080218e-01    -5.828567e+00    5.222740e+03
INFO:root:7700    -6.355855e+00    5.284694e-01    -5.827385e+00    5.222740e+03
INFO:root:7800    -6.379025e+00    5.525851e-01    -5.826440e+00    5.222740e+03
INFO:root:7900    -6.344974e+00    5.147512e-01    -5.830223e+00    5.222740e+03
INFO:root:8000    -6.310850e+00    4.813378e-01    -5.829512e+00    5.222740e+03
INFO:root:8100    -6.347047e+00    5.170612e-01    -5.829986e+00    5.222740e+03
INFO:root:8200    -6.373062e+00    5.452027e-01    -5.827860e+00    5.222740e+03
INFO:root:8300    -6.369370e+00    5.438754e-01    -5.825494e+00    5.222740e+03
INFO:root:8400    -6.331840e+00    5.042173e-01    -5.827623e+00    5.222740e+03
INFO:root:8500    -6.342132e+00    5.133273e-01    -5.828805e+00    5.222740e+03
INFO:root:8600    -6.348596e+00    5.219187e-01    -5.826677e+00    5.222740e+03
INFO:root:8700    -6.324043e+00    4.990207e-01    -5.825022e+00    5.222740e+03
INFO:root:8800    -6.304660e+00    4.786937e-01    -5.825966e+00    5.222740e+03
INFO:root:8900    -6.379566e+00    5.547808e-01    -5.824785e+00    5.222740e+03
INFO:root:9000    -6.332447e+00    5.090815e-01    -5.823366e+00    5.222740e+03
INFO:root:9100    -6.302164e+00    4.757244e-01    -5.826439e+00    5.222740e+03
INFO:root:9200    -6.353041e+00    5.247095e-01    -5.828332e+00    5.222740e+03
INFO:root:9300    -6.343863e+00    5.176599e-01    -5.826203e+00    5.222740e+03
INFO:root:9400    -6.316617e+00    4.906513e-01    -5.825966e+00    5.222740e+03
INFO:root:9500    -6.320280e+00    4.966784e-01    -5.823601e+00    5.222740e+03
INFO:root:9600    -6.377839e+00    5.547096e-01    -5.823130e+00    5.222740e+03
INFO:root:9700    -6.349709e+00    5.220887e-01    -5.827620e+00    5.222740e+03
INFO:root:9800    -6.359353e+00    5.350419e-01    -5.824311e+00    5.222740e+03
INFO:root:9900    -6.328352e+00    5.033326e-01    -5.825020e+00    5.222740e+03
INFO:root:============================= SIMULATION =============================
INFO:root:Step       PotEng          KinEng          TotEng          Volume
INFO:root:0    -5.817449e+00    1.359447e+00    -4.458003e+00    5.222740e+03
INFO:root:100    -5.735711e+00    1.269975e+00    -4.465736e+00    5.222740e+03
INFO:root:200    -5.846779e+00    1.385767e+00    -4.461012e+00    5.222740e+03
INFO:root:300    -5.815141e+00    1.352480e+00    -4.462661e+00    5.222740e+03
INFO:root:400    -5.753576e+00    1.291863e+00    -4.461712e+00    5.222740e+03
INFO:root:500    -5.785196e+00    1.317099e+00    -4.468098e+00    5.222740e+03
INFO:root:600    -5.742421e+00    1.275273e+00    -4.467148e+00    5.222740e+03
INFO:root:700    -5.746822e+00    1.278966e+00    -4.467856e+00    5.222740e+03
INFO:root:800    -5.826665e+00    1.357622e+00    -4.469043e+00    5.222740e+03
INFO:root:900    -5.843152e+00    1.372691e+00    -4.470460e+00    5.222740e+03
INFO:root:1000    -5.830385e+00    1.359683e+00    -4.470701e+00    5.222740e+03
INFO:root:1100    -5.723305e+00    1.255675e+00    -4.467630e+00    5.222740e+03
INFO:root:1200    -5.604759e+00    1.136421e+00    -4.468338e+00    5.222740e+03
INFO:root:1300    -5.614099e+00    1.146237e+00    -4.467862e+00    5.222740e+03
INFO:root:1400    -5.766186e+00    1.299977e+00    -4.466208e+00    5.222740e+03
INFO:root:1500    -5.855282e+00    1.389783e+00    -4.465500e+00    5.222740e+03
INFO:root:1600    -5.957174e+00    1.488358e+00    -4.468816e+00    5.222740e+03
INFO:root:1700    -5.726867e+00    1.258057e+00    -4.468810e+00    5.222740e+03
INFO:root:1800    -5.727234e+00    1.257716e+00    -4.469518e+00    5.222740e+03
INFO:root:1900    -5.851350e+00    1.381354e+00    -4.469996e+00    5.222740e+03
INFO:root:2000    -5.806380e+00    1.341588e+00    -4.464792e+00    5.222740e+03
INFO:root:2100    -5.679754e+00    1.218505e+00    -4.461250e+00    5.222740e+03
INFO:root:2200    -5.635888e+00    1.174876e+00    -4.461012e+00    5.222740e+03
INFO:root:2300    -5.622711e+00    1.157681e+00    -4.465030e+00    5.222740e+03
INFO:root:2400    -5.656251e+00    1.188384e+00    -4.467867e+00    5.222740e+03
INFO:root:2500    -5.772065e+00    1.306559e+00    -4.465505e+00    5.222740e+03
INFO:root:2600    -5.655036e+00    1.191190e+00    -4.463846e+00    5.222740e+03
INFO:root:2700    -5.726262e+00    1.265960e+00    -4.460302e+00    5.222740e+03
INFO:root:2800    -5.785053e+00    1.321206e+00    -4.463848e+00    5.222740e+03
INFO:root:2900    -5.744908e+00    1.279169e+00    -4.465738e+00    5.222740e+03
INFO:root:3000    -5.803055e+00    1.338260e+00    -4.464795e+00    5.222740e+03
INFO:root:3100    -5.734723e+00    1.272057e+00    -4.462666e+00    5.222740e+03
INFO:root:3200    -5.742340e+00    1.279437e+00    -4.462903e+00    5.222740e+03
INFO:root:3300    -5.773474e+00    1.309388e+00    -4.464085e+00    5.222740e+03
INFO:root:3400    -5.705864e+00    1.240125e+00    -4.465739e+00    5.222740e+03
INFO:root:3500    -5.715386e+00    1.250592e+00    -4.464793e+00    5.222740e+03
INFO:root:3600    -5.719873e+00    1.255548e+00    -4.464325e+00    5.222740e+03
INFO:root:3700    -5.673897e+00    1.209335e+00    -4.464562e+00    5.222740e+03
INFO:root:3800    -5.646294e+00    1.181969e+00    -4.464325e+00    5.222740e+03
INFO:root:3900    -5.745708e+00    1.279963e+00    -4.465744e+00    5.222740e+03
INFO:root:4000    -5.859653e+00    1.394618e+00    -4.465035e+00    5.222740e+03
INFO:root:4100    -5.666549e+00    1.202934e+00    -4.463615e+00    5.222740e+03
INFO:root:4200    -5.558501e+00    1.094412e+00    -4.464088e+00    5.222740e+03
INFO:root:4300    -5.721370e+00    1.258225e+00    -4.463144e+00    5.222740e+03
INFO:root:4400    -5.695301e+00    1.235470e+00    -4.459830e+00    5.222740e+03
INFO:root:4500    -5.743099e+00    1.280908e+00    -4.462191e+00    5.222740e+03
